rating,userId,petId,timestamp
5.0,4,475,945174290
5.0,4,492,945079872
1.0,4,509,945079106
5.0,4,538,945078636
1.0,4,539,964538832
2.0,4,553,945079301
4.0,4,588,945079670
5.0,4,593,964539986
3.0,4,595,986848609
2.0,4,599,945078587
5.0,4,608,964540008
3.0,4,648,945079906
4.0,4,708,986935230
3.0,4,759,945078601
4.0,4,800,945079106
4.0,4,892,964622714
5.0,4,898,964623347
4.0,4,899,945079653
4.0,4,902,945078446
4.0,4,904,945079837
5.0,4,908,945173902
5.0,4,910,945173989
5.0,4,912,945173902
5.0,4,914,945079670
5.0,4,919,945079521
5.0,4,920,945173602
5.0,4,930,964538571
3.0,4,937,986849085
4.0,4,1025,945079232
5.0,4,1046,945173654
3.0,4,1057,964540578
2.0,4,1060,986934819
4.0,4,1073,945079483
5.0,4,1077,945173692
2.0,4,1079,945078946
5.0,4,1080,986934696
5.0,4,1084,945079259
5.0,4,1086,964539723
3.0,4,1094,964538500
5.0,4,1103,964539723
5.0,4,1136,986934625
4.0,4,1179,964539180
1.0,4,1183,964778513
5.0,4,1188,964538500
5.0,4,1196,964538763
5.0,4,1197,964538763
3.0,4,1198,964538728
2.0,4,1199,945078967
5.0,4,1203,945174025
1.0,4,1211,964539205
4.0,4,1213,945079729
4.0,4,1219,964539961
4.0,4,1225,964539326
5.0,4,1250,945174008
4.0,4,1259,964538728
4.0,4,1265,964622684
4.0,4,1266,986849037
2.0,4,1279,986934832
5.0,4,1282,945079653
5.0,4,1283,945078690
4.0,4,1288,945079653
4.0,4,1291,964538763
3.0,4,1304,945078467
1.0,4,1391,945173766
5.0,4,1449,945079767
4.0,4,1466,945173492
4.0,4,1500,964622830
4.0,4,1517,945079790
3.0,4,1580,986935244
1.0,4,1597,945079906
2.0,4,1617,945079837
4.0,4,1641,964622758
1.0,4,1704,945629015
4.0,4,1719,945079956
4.0,4,1732,945079889
5.0,4,1733,945079143
3.0,4,1734,964539357
5.0,4,1834,945174134
2.0,4,1860,986849001
4.0,4,1883,964622642
3.0,4,1885,964622617
2.0,4,1892,964539431
4.0,4,1895,945629179
3.0,4,1907,964540505
4.0,4,1914,964622714
1.0,4,1916,986934786
3.0,4,1923,986934870
5.0,4,1947,945079653
2.0,4,1966,964622684
5.0,4,1967,945078967
4.0,4,1968,986934786
2.0,4,2019,945078690
4.0,4,2076,945079052
5.0,4,2078,945079521
4.0,4,2109,986935016
3.0,4,2145,986935328
5.0,4,2150,986934738
5.0,4,2174,964539855
5.0,4,2186,945174008
4.0,4,2203,945079729
5.0,4,2204,964540008
1.0,4,2282,945629238
1.0,4,2324,964622590
2.0,4,2336,964538964
4.0,4,2351,945078467
4.0,4,2359,964622590
5.0,4,2390,945079164
3.0,4,2395,964623306
4.0,4,2406,986935302
4.0,4,2467,945079858
1.0,4,2571,945173385
5.0,4,2583,945078863
5.0,4,2599,964622684
1.0,4,2628,986848894
4.0,4,2683,945079790
5.0,4,2692,945079013
2.0,4,2712,945078542
4.0,4,2762,964539986
1.0,4,2763,964778621
2.0,4,2770,945173553
5.0,4,2791,964539628
5.0,4,2843,945078814
5.0,4,2858,964539140
4.0,4,2874,986935016
4.0,4,2921,945078708
5.0,4,2926,986934870
2.0,4,2959,945078528
2.0,4,2973,945078946
4.0,4,2997,986848610
4.0,4,3033,986936200
5.0,4,3044,945079920
4.0,4,3060,986934884
3.0,4,3079,964778197
5.0,4,3083,964622487
4.0,4,3160,964539121
1.0,4,3175,964538930
4.0,4,3176,964539771
4.0,4,3204,964539828
4.0,4,3255,964623306
4.0,4,3317,986934498
3.0,4,3358,964622758
5.0,4,3365,964538329
4.0,4,3386,964539395
4.0,4,3408,986849238
2.0,4,3481,964538243
1.0,4,3489,986848908
5.0,4,3508,964538351
2.0,4,3538,986849212
1.0,4,3591,986935199
3.0,4,3788,964539085
3.0,4,3809,986936207
5.0,4,3851,986849180
4.0,4,3897,986934465
3.0,4,3911,986849149
4.0,4,3967,986849164
4.0,4,3996,986849130
3.0,4,4002,986934819
1.0,4,4014,986849254
3.0,4,4020,986848856
4.0,4,4021,986849180
3.0,4,4027,986849201
3.0,4,4029,986849226
4.0,4,4033,986849149
5.0,4,4034,986848753
3.0,4,4074,986848665
4.0,4,4121,986934901
3.0,4,4144,986848685
3.0,4,4166,986848700
2.0,4,4226,1007569424
5.0,4,4239,986848685
4.0,4,4246,1007574542
3.0,4,4252,1007569465
2.0,4,4260,1007569424
4.0,4,4273,1007574470
1.0,4,4308,1007569465
4.0,4,4347,1007569586
3.0,4,4381,1007574509
1.0,4,4641,1007569586
3.0,4,4741,1007574532
5.0,4,4765,1007569445
3.0,4,4881,1007569445
4.0,4,4896,1007574532
4.0,4,4902,1007569465
5.0,4,4967,1007569424
4.0,5,1,847434962
4.0,5,21,847435238
4.0,5,34,847434881
4.0,5,36,847435292
3.0,5,39,847434961
4.0,5,50,847434881
5.0,5,58,847435238
4.0,5,110,847434880
3.0,5,150,847434748
3.0,5,153,847434802
4.0,5,232,847435292
5.0,5,247,847435337
3.0,5,253,847435292
4.0,5,261,847435238
3.0,5,265,847435129
1.0,5,266,847435311
5.0,5,290,847435311
5.0,5,296,847434748
3.0,5,300,847435337
2.0,5,316,847434832
3.0,5,318,847434880
3.0,5,344,847434802
3.0,5,349,847434832
2.0,5,357,847435238
3.0,5,364,847434882
4.0,5,367,847435129
2.0,5,380,847434748
3.0,5,410,847435292
4.0,5,457,847434801
4.0,5,474,847435337
5.0,5,475,847435311
3.0,5,515,847435129
5.0,5,527,847434960
4.0,5,531,847435258
3.0,5,534,847435311
4.0,5,588,847434801
3.0,5,589,847435258
5.0,5,590,847434747
3.0,5,592,847434747
5.0,5,594,847435238
5.0,5,595,847434832
5.0,5,596,847435292
3.0,5,597,847434962
3.0,5,608,847435258
4.0,6,2,845553522
5.0,6,3,845554296
3.0,6,4,845554349
5.0,6,5,845553938
4.0,6,6,845553757
4.0,6,7,845554264
3.0,6,8,845555281
3.0,6,10,845553253
4.0,6,11,845553489
3.0,6,13,845555588
4.0,6,15,845554505
4.0,6,16,845553819
4.0,6,17,845553559
2.0,6,19,845553382
2.0,6,21,845553382
5.0,6,22,845553875
4.0,6,24,845554397
3.0,6,25,845553695
4.0,6,26,845555362
3.0,6,27,845555402
3.0,6,31,845553819
4.0,6,32,845553426
4.0,6,34,845553354
5.0,6,36,845553726
4.0,6,41,845554962
4.0,6,43,845555607
3.0,6,45,845553907
4.0,6,46,845554551
4.0,6,47,845553317
1.0,6,50,845553381
4.0,6,54,845555402
4.0,6,60,845554263
4.0,6,61,845555454
4.0,6,62,845553660
3.0,6,65,845555070
3.0,6,66,845555151
4.0,6,76,845555317
3.0,6,79,845554907
5.0,6,86,845556131
3.0,6,87,845555300
2.0,6,88,845555694
4.0,6,89,845555124
4.0,6,92,845555454
4.0,6,93,845554584
4.0,6,95,845553559
3.0,6,100,845555151
1.0,6,102,845555436
4.0,6,104,845554349
3.0,6,105,845553757
5.0,6,110,845553283
4.0,6,112,845553994
3.0,6,113,845556257
3.0,6,126,845555342
3.0,6,135,845554987
3.0,6,140,845555024
4.0,6,141,845553586
4.0,6,145,845553966
4.0,6,146,845555607
4.0,6,150,845553110
4.0,6,151,845553586
3.0,6,153,845553146
4.0,6,158,845553660
3.0,6,159,845555006
5.0,6,160,845553457
3.0,6,161,845553253
3.0,6,163,845553907
3.0,6,165,845553146
5.0,6,168,845553695
3.0,6,170,845554263
3.0,6,171,845555402
3.0,6,174,845554479
3.0,6,177,845554931
1.0,6,179,845555362
2.0,6,180,845555006
3.0,6,181,845553938
3.0,6,185,845553283
3.0,6,186,845553619
3.0,6,189,845556241
2.0,6,191,845554931
4.0,6,195,845554455
3.0,6,196,845553586
3.0,6,201,845556290
3.0,6,204,845553619
3.0,6,205,845555477
4.0,6,207,845554024
3.0,6,208,845553253
3.0,6,209,845556106
4.0,6,210,845556310
4.0,6,212,845556181
4.0,6,216,845554099
3.0,6,217,845555382
2.0,6,218,845553994
3.0,6,219,845556131
4.0,6,222,845554024
3.0,6,224,845553794
4.0,6,225,845553381
5.0,6,230,845553966
3.0,6,231,845553174
2.0,6,234,845554176
4.0,6,236,845553559
4.0,6,237,845553875
3.0,6,239,845554987
3.0,6,240,845555571
3.0,6,243,845555588
5.0,6,248,845554263
4.0,6,250,845555588
3.0,6,251,845556257
4.0,6,252,845553619
3.0,6,253,845553283
3.0,6,254,845555655
3.0,6,256,845553726
5.0,6,257,845554176
3.0,6,258,845555172
4.0,6,261,845553695
5.0,6,262,845554551
3.0,6,265,845553726
3.0,6,266,845553457
3.0,6,267,845554376
3.0,6,270,845555172
4.0,6,271,845555249
3.0,6,273,845553875
4.0,6,274,845555151
4.0,6,276,845553907
5.0,6,277,845553844
3.0,6,279,845555436
4.0,6,281,845554320
3.0,6,282,845553522
2.0,6,288,845553283
3.0,6,289,845554455
3.0,6,291,845555571
4.0,6,292,845553253
3.0,6,293,845553660
2.0,6,296,845553110
3.0,6,302,845555436
3.0,6,303,845554099
4.0,6,304,845555546
3.0,6,310,845556119
1.0,6,312,845555151
3.0,6,313,845555546
5.0,6,314,845554603
4.0,6,315,845553522
5.0,6,316,845553174
4.0,6,317,845553457
5.0,6,318,845553200
1.0,6,327,845554062
4.0,6,329,845553200
3.0,6,330,845555071
3.0,6,332,845555046
5.0,6,333,845553757
3.0,6,336,845556223
5.0,6,337,845553586
4.0,6,339,845553253
4.0,6,340,845555265
3.0,6,342,845553938
3.0,6,343,845555172
3.0,6,344,845553146
3.0,6,347,845555300
3.0,6,348,845553938
5.0,6,349,845553146
5.0,6,350,845553489
4.0,6,351,845554455
3.0,6,352,845555382
4.0,6,353,845553726
4.0,6,354,845555402
4.0,6,355,845553819
5.0,6,356,845553200
3.0,6,357,845553457
3.0,6,358,845555265
3.0,6,359,845556412
3.0,6,360,845555094
4.0,6,361,845554376
3.0,6,362,845553994
5.0,6,364,845553317
3.0,6,366,845554962
4.0,6,367,845553317
5.0,6,368,845553726
4.0,6,370,845553794
3.0,6,371,845554141
3.0,6,374,845554296
5.0,6,377,845553317
3.0,6,378,845554987
4.0,6,380,845553110
3.0,6,381,845553994
3.0,6,382,845554397
3.0,6,383,845554320
3.0,6,405,845554603
3.0,6,410,845553354
3.0,6,412,845554505
4.0,6,415,845554420
3.0,6,416,845554962
3.0,6,419,845554224
3.0,6,426,845554551
5.0,6,432,845553489
4.0,6,434,845553200
3.0,6,435,845553489
3.0,6,437,845554505
4.0,6,440,845553457
3.0,6,445,845555124
4.0,6,450,845555024
4.0,6,454,845553283
3.0,6,455,845554062
5.0,6,457,845553174
3.0,6,458,845555546
3.0,6,460,845555281
2.0,6,466,845553844
4.0,6,468,845553907
4.0,6,469,845555477
3.0,6,472,845555632
4.0,6,474,845553522
4.0,6,475,845554099
4.0,6,477,845554141
5.0,6,480,845553200
3.0,6,485,845553794
3.0,6,489,845554505
3.0,6,490,845554584
4.0,6,491,845554141
3.0,6,493,845555172
3.0,6,494,845554176
3.0,6,497,845553819
5.0,6,500,845553354
3.0,6,502,845554455
3.0,6,505,845555317
4.0,6,508,845553586
3.0,6,509,845553522
3.0,6,510,845555546
4.0,6,515,845553794
4.0,6,516,845554908
3.0,6,520,845553844
3.0,6,524,845554479
3.0,6,527,845553426
3.0,6,531,845554296
3.0,6,532,845554224
3.0,6,536,845556181
3.0,6,537,845554551
3.0,6,539,845553426
3.0,6,540,845554099
4.0,6,542,845554524
3.0,6,543,845554099
2.0,6,546,845554349
3.0,6,548,845554908
3.0,6,552,845553875
5.0,6,553,845553559
4.0,6,569,845555342
3.0,6,575,845555070
5.0,6,587,845553381
5.0,6,588,845553146
3.0,6,589,845553317
5.0,6,590,845553109
3.0,6,592,845553109
4.0,6,593,845553174
4.0,6,594,845553819
5.0,6,595,845553174
3.0,6,596,845554141
4.0,6,597,845553354
3.0,6,606,845555024
3.0,6,608,845553844
4.0,6,609,845555342
5.0,6,616,845554062
3.0,6,628,845555300
4.0,6,631,845555265
4.0,6,637,845555046
1.0,6,640,845555362
4.0,6,647,845555151
3.0,6,662,845556147
3.0,6,667,845555342
3.0,6,694,845555694
3.0,6,697,845556378
4.0,6,700,845556147
3.0,6,704,845555571
4.0,6,708,845554376
5.0,6,709,845555249
3.0,6,710,845556223
4.0,6,711,845555317
2.0,6,719,845555694
5.0,6,736,845553619
3.0,6,747,845555046
1.0,6,762,845555006
3.0,6,765,845555632
3.0,6,775,845556462
5.0,6,780,845556915
5.0,6,783,845554584
3.0,6,795,845556506
3.0,6,799,845555656
3.0,6,801,845556194
4.0,6,802,845554584
3.0,6,818,845555514
5.0,6,830,845556222
4.0,6,835,845556194
3.0,6,837,845556241
4.0,6,838,845555514
3.0,6,839,845556120
3.0,6,842,845555675
4.0,6,848,845556340
4.0,6,852,845555694
3.0,6,867,845556412
3.0,6,880,845556181
3.0,6,881,845556340
3.0,6,888,845556448
3.0,6,891,845556241
3.0,6,979,845556808
3.0,6,981,845556567
4.0,6,986,845556475
4.0,6,991,845556808
4.0,6,996,845556323
2.0,6,999,845556412
4.0,6,1004,845556506
4.0,6,1006,845556694
3.0,6,1042,845556462
5.0,6,1049,845556694
4.0,6,1061,845556860
4.0,6,1064,845556579
3.0,6,1073,845555571
4.0,6,1082,845556278
3.0,6,1084,845555454
4.5,7,1,1106635946
4.5,7,50,1106635993
3.0,7,58,1106635520
4.5,7,150,1106635925
4.0,7,165,1106635987
5.0,7,260,1106635933
5.0,7,356,1106635915
3.0,7,380,1106635937
5.0,7,466,1106635532
5.0,7,480,1106635917
2.0,7,587,1106635714
3.0,7,588,1106635971
2.5,7,589,1106635940
3.0,7,592,1106635922
5.0,7,593,1106635912
3.5,7,595,1106712636
4.0,7,648,1106635981
4.0,7,750,1106636810
4.5,7,780,1106635943
3.0,7,920,1106635685
4.0,7,924,1106712615
4.0,7,1101,1106635502
1.5,7,1183,1106712613
4.0,7,1196,1106635996
4.0,7,1208,1106635462
4.0,7,1210,1106635965
5.0,7,1219,1106635496
4.5,7,1220,1106635464
5.0,7,1240,1106712575
1.5,7,1246,1106635678
5.0,7,1270,1106635681
3.5,7,1517,1106635489
5.0,7,1584,1106635423
4.0,7,1610,1106635429
3.0,7,1617,1107127060
3.0,7,1682,1106635653
0.5,7,1784,1106635416
4.0,7,1917,1106635484
1.5,7,1923,1106635444
4.5,7,1954,1106635657
5.0,7,2019,1106713565
2.0,7,2324,1106712559
3.5,7,2353,1106635625
5.0,7,2529,1106635640
1.5,7,2628,1106712553
3.0,7,2640,1106635540
4.5,7,2671,1113542732
2.0,7,2683,1106635420
2.5,7,2688,1106713072
1.5,7,2701,1106713076
3.5,7,2717,1106713081
4.5,7,2762,1106635648
4.0,7,2858,1106712546
4.5,7,3114,1106635500
1.5,7,3354,1106713005
4.5,7,3408,1106712549
1.5,7,3578,1106636534
1.0,7,3623,1106712541
3.5,7,3793,1106635630
5.0,7,3869,1106635733
4.0,7,3916,1106636596
2.5,7,3977,1106635635
3.0,7,3994,1161738301
4.0,7,4018,1106712913
2.0,7,4223,1106635742
2.0,7,4246,1110855253
4.0,7,4306,1106635524
0.5,7,4310,1107127033
4.5,7,4370,1106712869
1.0,7,4643,1106635749
1.5,7,4700,1109746591
1.5,7,4844,1161738352
3.0,7,4874,1106635738
4.0,7,4886,1106636531
4.0,7,4896,1106636718
4.0,7,4963,1106636702
4.5,7,4993,1106636589
4.5,7,4995,1106636610
3.5,7,5218,1106712866
3.5,7,5349,1106636606
0.5,7,5378,1106635735
4.0,7,5445,1106636707
3.0,7,5459,1106712820
3.0,7,5464,1106636612
1.5,7,5502,1106635745
5.0,7,5618,1106713586
4.5,7,5816,1106635705
4.5,7,5952,1106636527
4.0,7,5989,1106636600
4.5,7,5991,1106712818
4.0,7,6333,1106636516
4.0,7,6365,1106712831
0.5,7,6534,1157949714
4.5,7,6539,1106636584
4.5,7,6863,1106712827
2.0,7,6934,1106712812
4.5,7,7143,1106636579
4.0,7,7153,1106636520
3.0,7,7155,1173051472
4.0,7,7445,1107473963
4.5,7,8207,1106713442
3.5,7,8360,1106636782
2.5,7,8368,1106636592
2.0,7,8373,1108602792
4.5,7,8528,1106636844
4.5,7,8636,1106636511
3.5,7,8665,1108602755
1.0,7,8666,1106779625
1.0,7,8783,1161738306
4.5,7,8798,1106636602
1.5,7,8808,1109746594
1.0,7,8865,1106713549
3.5,7,8870,1118025961
1.0,7,8907,1110757877
4.5,7,8908,1122333561
4.0,7,8949,1110757890
4.0,7,8957,1106636098
3.5,7,8958,1110173697
4.0,7,8961,1106636064
1.0,7,8965,1106636095
2.5,7,8970,1106636069
2.5,7,8972,1111552650
4.0,7,8984,1106636101
3.0,7,27741,1107474020
3.5,7,30812,1113353083
2.0,7,30816,1107127004
3.5,7,31878,1118025982
2.0,7,32029,1118025946
1.5,7,32031,1122940686
2.0,7,32296,1118026013
3.5,7,32587,1128486479
3.5,7,33162,1116550784
1.0,7,33493,1121041079
2.0,7,33794,1121041002
1.0,7,33836,1125442102
3.0,7,34048,1121041015
4.5,7,34319,1122333538
3.5,7,37741,1162163504
3.5,7,38388,1149548381
4.5,7,42002,1144806100
4.0,7,45499,1157949636
4.5,7,45517,1157066190
1.0,7,45668,1159225196
0.5,7,45730,1161738279
1.0,7,46530,1157949732
1.0,7,48516,1169687318
4.5,7,48783,1162163488
2.5,7,48997,1174263740
4.5,7,49272,1165876367
3.5,7,49278,1174263775
0.5,7,49286,1176181731
3.0,7,49824,1173051469
4.0,8,2,839463806
2.0,8,10,839463509
4.0,8,11,839463806
4.0,8,21,839463564
3.0,8,32,839463624
5.0,8,34,839463546
3.0,8,39,839463644
4.0,8,47,839463546
5.0,8,50,839463644
3.0,8,110,839463527
3.0,8,141,839464076
4.0,8,150,839463422
2.0,8,153,839463451
5.0,8,185,839463509
4.0,8,186,839463856
3.0,8,208,839463509
4.0,8,231,839463470
3.0,8,235,839464076
3.0,8,236,839463767
3.0,8,252,839463856
5.0,8,253,839463509
3.0,8,282,839463767
3.0,8,292,839463489
4.0,8,296,839463422
3.0,8,317,839463644
5.0,8,318,839463489
3.0,8,339,839463509
3.0,8,356,839463527
5.0,8,357,839463767
5.0,8,364,839463546
3.0,8,367,839463564
4.0,8,377,839463644
5.0,8,380,839463422
1.0,8,432,839463702
3.0,8,440,839463728
4.0,8,454,839463546
3.0,8,457,839463489
4.0,8,480,839463527
2.0,8,500,839463624
5.0,8,527,839463728
3.0,8,539,839463728
3.0,8,586,839463702
3.0,8,587,839463702
5.0,8,590,839463422
3.0,8,592,839463422
4.0,8,593,839463470
3.0,8,597,839463728
3.0,9,41,1044656650
3.0,9,187,1044657119
4.0,9,223,1044656650
3.0,9,371,1044656716
3.0,9,627,1044657102
4.0,9,922,1044657026
5.0,9,923,1044657026
2.0,9,1037,1044656650
4.0,9,1095,1044657088
5.0,9,1198,1044656716
5.0,9,1270,1044657088
4.0,9,1674,1044656650
2.0,9,1987,1044656716
3.0,9,2011,1044657200
4.0,9,2012,1044657237
3.0,9,2023,1044656650
5.0,9,2300,1044657072
3.0,9,2877,1044657221
2.0,9,2901,1044656716
2.0,9,3173,1044656650
3.0,9,3328,1044656650
3.0,9,3735,1044657051
1.0,9,4131,1044657221
