userId,petId,rating
40,111909,1
40,113987,1
40,114956,4
40,156359,4
40,174133,2
41,18132,4
41,45985,3
41,103454,2
41,127380,3
41,139659,3
41,190868,2
42,5383,3
42,18472,2
42,28997,3
42,29169,4
42,57032,2
42,57889,4
42,82077,2
42,83280,3
42,88182,4
42,93283,2
42,99227,4
42,109996,2
42,112506,2
42,118368,2
42,148558,2
42,171733,5
42,177486,3
42,182447,1
43,13741,2
43,25659,2
43,88002,4
43,94760,3
43,159218,2
43,189017,4
44,21620,5
44,49290,4
44,116025,5
44,127012,2
44,132847,4
44,157956,1
44,165368,4
45,4652,1
45,52153,5
45,76117,1
45,103486,1
45,143131,4
45,145347,1
45,190009,5
46,20132,1
46,31634,4
46,55918,3
46,94972,5
46,100936,1
46,118439,2
46,122351,5
46,122667,2
46,126755,1
46,139373,1
46,180298,3
47,13631,3
47,67676,3
47,68497,4
47,75652,1
47,80038,4
47,80316,4
47,94200,3
47,101619,4
47,122242,3
47,139132,5
47,167158,1
47,179676,4
47,189794,5
48,2990,1
48,19851,1
48,113798,2
48,149074,3
48,158965,4
48,167677,2
48,176569,4
49,749,5
49,17820,1
49,25074,2
49,50423,1
49,92061,5
49,94573,3
49,97128,2
49,114558,2
49,123210,5
49,125128,5
49,128250,2
49,132228,3
49,152118,2
50,12080,3
50,12110,4
50,34818,4
50,72499,3
50,74396,5
50,90219,3
50,96758,1
50,115093,1
50,120900,3
50,141712,2
50,153613,2
50,153655,3
50,170865,3
50,189713,2
51,14874,3
51,27029,2
51,45534,3
51,58024,2
51,80252,3
51,80368,5
51,81023,5
51,82303,4
51,101144,2
51,101862,3
51,122110,1
51,122437,1
51,128024,1
51,130382,1
51,140651,1
51,174648,2
52,15450,5
52,32511,3
52,134218,1
52,182289,3
53,4973,3
53,19857,1
53,48693,4
53,138965,1
54,9179,4
54,13722,5
54,20358,2
54,30863,3
54,31090,2
54,55744,1
54,77367,1
54,79438,1
54,98407,1
54,142309,2
54,169008,4
55,1075,3
55,16689,4
55,51600,2
55,92578,2
55,92917,5
55,102753,3
55,127856,3
55,184347,3
56,23367,3
56,30648,4
56,42715,1
56,47321,2
56,63892,1
56,64216,1
56,67877,3
56,73284,1
56,90290,2
56,121984,2
56,132801,4
56,143643,5
56,157811,4
56,158698,5
56,159264,4
56,179140,2
56,184280,3
56,186793,5
56,188387,4
56,191500,3
56,193384,1
57,12303,1
57,19678,1
57,22932,2
57,40937,5
57,48137,5
57,52561,4
57,74217,4
57,90492,5
57,99227,5
57,133131,4
57,138548,4
57,155314,4
57,178448,3
58,6794,5
58,12637,1
58,15000,3
58,23511,5
58,68333,4
58,106271,3
58,110138,1
58,145536,5
58,147887,1
58,173153,4
59,61896,2
59,97167,2
59,112218,5
59,115023,5
59,165394,4
59,190709,5
59,192021,1
60,1342,4
60,32227,1
60,85875,3
60,123413,2
60,142064,1
60,154024,4
60,164454,3
60,170064,3
60,170961,3
60,193134,5
61,10321,2
61,11267,2
61,13595,2
61,14379,5
61,24979,5
61,81892,3
61,82442,5
61,108369,2
61,142902,2
61,168971,2
62,13988,5
62,36237,4
62,44136,1
62,49336,2
62,58718,2
62,69971,4
62,77804,3
62,79853,3
62,91113,3
62,99666,4
62,109066,2
62,121949,2
62,134279,4
62,154614,3
62,179953,4
62,187001,3
63,11792,2
63,19182,1
63,29826,3
63,38760,3
63,64938,2
63,66839,3
63,68952,5
63,88411,5
63,100819,2
63,104369,3
63,114993,3
63,134839,5
63,163312,5
63,183584,4
64,14437,3
64,27656,4
64,54046,5
64,72064,5
64,94625,2
64,146284,4
64,170751,3
65,4549,2
65,12368,3
65,43624,3
65,45431,3
65,67944,3
65,97637,4
65,100682,1
65,150949,5
65,153810,4
65,177728,3
66,8406,1
66,20933,2
66,32873,1
66,43295,4
66,44132,3
66,51071,1
66,57450,1
66,91454,4
66,110191,3
66,131618,3
66,132079,2
66,141198,4
66,189367,4
66,191863,2
67,38867,2
67,47459,1
67,65073,2
67,97131,3
67,122824,2
67,151702,4
67,169077,5
67,174221,3
68,7338,5
68,17157,1
68,48682,1
68,67443,1
68,73289,4
68,81535,1
68,82171,2
68,98854,2
68,114558,3
68,130837,5
68,147143,2
69,10922,3
69,12044,2
69,12913,2
69,29978,4
69,46995,1
69,59012,3
69,163569,4
69,188181,4
69,188195,3
70,4965,4
70,9687,4
70,19016,5
70,31830,1
70,74789,1
70,104917,2
70,138209,3
70,146766,5
70,155416,4
70,168768,4
71,16194,5
71,44326,3
71,53146,2
71,71944,1
71,78174,4
71,81242,1
71,113189,5
71,124146,5
71,132547,5
72,41997,5
72,43438,4
72,47825,3
72,51591,4
72,94947,3
72,121412,5
72,124787,1
72,133355,2
72,155554,5
72,166651,3
72,186692,5
73,9784,5
73,23594,3
73,25304,2
73,29045,4
73,29695,1
73,55844,2
73,62823,4
73,79176,5
73,109189,5
73,110452,1
74,32915,2
74,36051,1
74,42120,1
74,53248,2
74,55299,1
74,80277,1
74,116565,5
74,116857,1
74,175227,2
74,185941,4
75,16923,3
75,23982,5
75,32999,3
75,38034,5
75,42699,2
75,82166,1
75,87338,1
75,117698,5
75,135094,5
75,136586,2
75,139286,3
75,155897,4
76,29689,4
76,48085,2
76,83027,3
76,85989,1
76,87462,4
76,135795,5
76,153069,5
76,161058,5
76,182914,3
76,189661,4
76,190329,3
76,191602,4
77,56739,3
77,69209,2
77,95912,5
77,176700,5
77,188464,5
78,13883,3
78,160412,5
78,170750,2
78,186662,4
79,48746,3
79,64690,5
79,111899,5
79,134017,5
79,158760,2
79,164445,4
80,14173,4
80,18149,2
80,42414,5
80,48764,5
80,49494,5
80,104900,3
80,112605,4
80,119552,3
80,127171,4
80,156119,2
80,167340,4
80,182844,5
81,23027,3
81,24036,1
81,54069,1
81,54086,4
81,86067,1
81,93285,1
81,93710,2
81,101926,5
81,113593,1
81,114237,5
81,146864,3
81,155506,3
81,165492,1
81,168252,1
81,168834,1
82,1983,5
82,25737,4
82,36957,4
82,47974,2
82,53285,1
82,61294,3
82,71655,4
82,72064,1
82,86868,5
82,90702,5
82,105513,5
82,105713,1
82,122344,5
82,124072,5
82,154006,4
82,180057,3
82,184713,2
83,25423,3
83,37221,3
83,58137,4
83,60268,1
83,70020,3
83,114807,3
83,122812,2
83,134059,1
83,138128,2
83,175993,3
84,11664,2
84,34814,3
84,37180,5
84,43571,3
84,53027,3
84,77309,5
84,105208,3
84,144178,1
84,174283,1
85,17383,4
85,20973,2
85,59279,1
85,67282,5
85,117696,5
85,137534,2
85,157955,3
86,18371,5
86,21965,1
86,56058,1
86,81110,1
86,81965,4
86,93533,3
86,103986,5
86,121456,4
86,158683,4
86,160634,5
86,165063,3
87,14620,5
87,19971,1
87,26316,3
87,29457,1
87,35863,4
87,75735,1
87,96190,5
87,124687,5
87,128064,1
87,135217,5
87,150140,3
87,151743,4
87,164862,5
88,56,2
88,11706,3
88,15408,2
88,26194,3
88,33859,5
88,52700,3
88,61116,3
88,101103,2
88,103078,3
88,140213,4
88,152821,2
89,28048,2
89,71347,3
89,115322,5
89,121456,1
89,144687,1
89,163652,4
89,175659,4
89,189633,4
90,2632,3
90,21940,2
90,53167,2
90,82634,5
90,83130,4
90,97536,3
90,115883,1
90,117764,2
90,163049,4
90,170551,3
90,190284,2
91,4443,4
91,7467,4
91,11355,3
91,16576,3
91,28184,1
91,53247,4
91,53838,3
91,54157,2
91,72628,4
91,144850,5
91,169840,3
91,171028,1
91,179903,4
92,51997,2
92,97316,3
92,115359,1
92,120749,3
92,189736,5
93,12870,2
93,14450,3
93,31084,2
93,63443,5
93,94882,2
93,108157,1
93,152334,4
93,176295,2
94,72009,5
94,127105,5
94,161563,3
94,166240,5
95,47851,2
95,57548,4
95,76115,2
95,84497,2
95,129206,5
95,139445,1
95,143723,2
95,175382,4
95,177355,5
96,11359,1
96,26727,2
96,41180,4
96,70545,1
96,74221,4
96,115042,4
96,122691,2
97,47593,4
97,49901,5
97,56253,1
97,60753,4
97,84022,4
97,146367,4
97,152419,3
97,167796,2
97,169485,3
97,186447,3
98,43210,5
98,48438,2
98,59395,5
98,176658,2
98,178617,4
99,18608,5
99,19374,4
99,64974,4
99,90587,4
99,103292,4
99,109449,5
99,112418,5
99,162064,1
99,193037,3
100,6343,4
100,8309,3
100,47281,5
100,49267,1
100,49636,2
100,66597,2
100,74580,2
100,103358,5
100,121702,1
100,147274,2
100,153275,2
100,166442,5
100,189782,5
101,39287,1
101,52696,2
101,58088,2
101,100490,3
101,120046,4
101,153663,3
101,168091,2
101,187065,1
102,3331,3
102,3688,5
102,94850,2
102,108494,5
102,124562,2
102,151888,1
102,168270,4
102,169255,2
102,174087,3
102,175680,3
102,186763,5
103,8747,4
103,15581,1
103,15636,1
103,37262,5
103,39270,1
103,47800,2
103,67171,5
103,76833,1
103,96625,2
103,101893,3
103,131236,1
103,140507,3
103,164175,3
104,1928,4
104,12689,5
104,36582,1
104,65119,1
104,86841,3
104,87997,3
104,157248,3
105,68264,5
105,73071,3
105,79328,2
105,120508,1
105,129635,2
105,142140,3
106,34541,1
106,45171,1
106,90681,5
106,104454,2
106,121227,1
106,156932,3
106,165257,5
106,170112,1
106,186334,3
106,187285,4
106,190143,1
107,83801,3
107,85761,5
107,91618,4
107,93141,2
107,104204,4
107,115059,2
107,129271,4
107,183068,4
108,61688,5
108,65766,4
108,70686,5
108,83476,4
108,100424,3
108,106636,5
108,106938,4
109,19886,2
109,33238,1
109,77690,4
109,83633,1
109,92044,3
109,107969,5
109,117508,1
109,124252,2
109,132437,3
109,139946,5
109,184413,5
109,191014,1
110,1271,4
110,36910,4
110,44358,4
110,54575,3
110,68719,4
110,85051,5
110,113028,2
110,126097,3
111,19990,5
111,23281,2
111,40833,1
111,58948,2
111,62109,5
111,81451,1
111,95838,1
111,123726,4
111,127114,2
111,135842,2
111,163139,4
111,171241,4
111,175836,2
111,181177,4
112,4609,2
112,32476,1
112,52460,4
112,56640,5
112,73933,1
112,77668,1
112,107009,2
112,117021,3
112,127600,4
112,131316,1
112,143905,1
112,148821,5
112,174916,1
112,192861,2
113,5023,5
113,35299,5
113,36761,2
113,50561,1
113,75555,3
113,99047,5
113,119884,1
113,134361,2
113,142957,3
113,184552,2
114,8855,5
114,33429,3
114,48509,2
114,51212,2
114,55440,4
114,62181,1
114,80205,1
114,87158,2
114,121578,1
114,168152,1
114,191931,1
115,1527,4
115,4046,4
115,5483,1
115,95745,3
115,102717,5
115,125806,5
115,144217,3
115,145011,5
115,170197,2
115,176541,1
115,187017,4
116,3522,2
116,17506,5
116,26073,5
116,31509,3
116,34682,4
116,42956,5
116,60656,2
116,77838,4
116,83847,2
116,85983,3
116,104152,1
116,106607,4
116,127787,2
116,131819,3
116,135784,2
116,148492,4
116,167489,5
117,6579,1
117,50860,1
117,68490,1
117,88392,1
117,131325,4
117,154305,3
117,155819,2
117,166758,2
118,6698,5
118,13801,4
118,21183,2
118,42195,5
118,44609,1
118,49512,4
118,58013,4
118,76187,3
118,86647,2
118,93001,3
118,99557,3
118,102657,4
118,102690,2
118,104167,1
118,123242,3
118,152735,5
118,166733,4
118,187390,4
119,4280,1
119,11125,3
119,13372,2
119,36101,4
119,76132,2
119,133280,5
119,145374,4
119,188053,4
120,37273,3
120,67556,4
120,73457,5
120,89203,3
120,94673,2
120,97512,3
120,99781,2
120,134712,4
120,138940,2
120,164395,3
120,186108,5
121,13431,2
121,15687,2
121,61724,5
121,67649,3
121,67919,2
121,130961,1
121,135660,4
121,145526,3
121,163684,1
121,193281,1
122,285,3
122,11492,1
122,27122,5
122,45921,1
122,56946,3
122,73623,2
122,98912,1
122,99972,4
122,152605,2
123,19241,5
123,35447,1
123,42142,3
123,61568,3
123,62145,3
123,66744,4
123,115982,4
123,129128,1
123,139936,5
123,143531,4
123,162964,2
123,176576,5
123,180904,5
123,181812,3
123,184005,3
123,193450,4
124,10375,4
124,30761,4
124,88851,4
124,88853,4
124,105990,1
124,127878,5
124,130879,5
124,148727,3
124,160409,3
124,169670,1
125,10838,5
125,25565,2
125,29367,4
125,30363,5
125,41943,3
125,52076,1
125,84013,4
125,97231,2
125,100754,3
125,116806,3
125,141052,3
125,170041,1
126,80362,1
126,84982,2
126,94650,4
126,128538,5
126,130113,3
126,142683,5
126,150673,1
126,151163,5
126,154300,5
126,155685,2
127,25350,5
127,37042,4
127,99400,4
127,126082,1
127,135157,4
127,136054,1
127,140620,2
127,159480,2
127,164908,3
128,21045,4
128,72216,2
128,131697,5
128,166855,2
129,80540,3
129,87751,5
129,112022,2
129,115613,1
129,164582,1
130,3377,2
130,32640,5
130,33895,2
130,46783,2
130,76987,4
130,132829,2
130,133254,5
130,139200,5
130,150731,3
130,163929,1
130,181937,2
130,190521,5
131,1504,5
131,37601,2
131,56622,3
131,72223,5
131,74017,4
131,76020,3
131,84353,3
131,96053,3
131,98337,4
131,119947,4
131,140039,4
131,154045,2
131,181725,5
131,186464,4
132,11818,3
132,35042,1
132,46439,5
132,81650,5
132,85999,1
132,113355,1
132,131659,2
132,165803,5
132,167639,1
132,180627,2
133,9131,5
133,29972,5
133,30095,1
133,37548,5
133,72391,3
133,75239,4
133,141537,1
133,142165,2
133,170660,1
134,18689,2
134,20481,1
134,54895,3
134,61424,5
134,87162,2
134,140911,3
134,160413,1
134,176732,2
135,19908,4
135,65890,2
135,83690,3
135,96898,1
135,103802,5
135,144378,2
135,154653,4
135,155127,2
135,163630,4
135,173937,1
135,175109,1
135,185244,3
136,21046,1
136,26031,2
136,49384,1
136,74466,1
136,94581,4
136,112966,4
136,117878,2
136,118328,1
136,120805,3
136,147273,5
136,171598,1
136,187746,1
137,19380,1
137,39395,2
137,57345,4
137,92175,4
137,113288,1
137,117687,5
137,127973,4
137,145134,4
137,147851,4
137,153397,5
137,181108,2
137,185105,2
138,4699,1
138,25301,3
138,28289,2
138,39264,2
138,51902,2
138,60819,2
138,82274,2
138,98970,4
138,105707,1
138,119462,1
138,135556,2
138,151334,2
138,180836,5
139,3879,5
139,65020,5
139,73104,5
139,83821,3
139,84672,2
139,105670,4
139,130375,4
139,163699,5
139,164848,5
139,165501,1
139,178620,5
139,182167,5
140,2025,4
140,22419,2
140,49892,4
140,97000,1
140,121800,3
140,126414,5
140,132933,2
140,140780,3
140,155124,4
140,160878,3
140,161422,3
140,178356,1
141,13576,3
141,50610,2
141,76921,5
141,77935,1
141,111206,2
141,117287,1
141,120465,3
141,140117,1
141,165145,5
141,169864,3
141,177431,4
142,25174,4
142,72935,2
142,109241,3
142,125800,1
142,182255,3
142,190868,4
143,15545,2
143,25604,5
143,30924,2
143,31820,5
143,41251,1
143,51148,1
143,66717,5
143,73701,3
143,81909,4
143,94068,3
143,119290,4
143,188504,2
143,190263,5
144,6526,3
144,25900,1
144,30545,4
144,31764,3
144,38864,1
144,119474,4
144,121765,2
145,1660,5
145,8067,5
145,41254,1
145,54768,4
145,79958,1
145,95701,5
145,122076,3
145,162655,2
145,166244,4
146,23645,1
146,53813,5
146,129905,5
146,139072,2
146,157147,2
147,1969,5
147,9873,3
147,26937,5
147,65781,5
147,71318,2
147,79390,2
147,95669,2
147,98573,4
147,102975,5
148,36515,5
148,37127,5
148,41984,3
148,61313,5
148,61476,2
148,69597,3
148,84988,4
148,147101,4
149,7626,3
149,22753,4
149,32117,2
149,92638,4
149,103286,1
149,115322,3
149,121866,5
149,125298,5
149,188570,2
150,8447,5
150,21496,2
150,42347,4
150,50991,1
150,96161,3
150,96751,4
150,112110,2
150,133822,4
150,143074,5
151,28886,3
151,41986,1
151,55831,4
151,92450,4
151,95071,4
151,96775,3
151,164508,1
151,170726,5
151,192764,3
152,3118,1
152,8109,5
152,71615,3
152,107964,1
152,170797,5
153,32526,4
153,55050,3
153,73796,1
153,87329,1
153,102455,3
153,131028,1
153,134633,5
153,138976,5
153,149124,2
153,161460,4
153,183949,1
154,3795,5
154,22478,3
154,24587,1
154,41486,2
154,78269,1
154,80132,1
154,89890,3
154,93916,4
154,94230,2
154,102357,2
154,124062,3
154,142622,3
154,148972,4
154,164303,2
154,181650,5
155,6315,5
155,17132,1
155,37605,1
155,123614,1
155,126668,5
155,152148,3
155,164742,2
155,183229,2
156,425,3
156,35092,5
156,58197,2
156,62889,3
156,102318,1
156,127354,2
156,144932,1
156,175814,2
156,180073,4
157,60422,2
157,63518,2
157,86354,2
157,90198,5
157,97130,5
157,122836,4
157,139745,2
157,156703,3
157,183559,1
157,192236,1
158,20442,2
158,22929,5
158,31600,4
158,50935,3
158,122046,4
158,134307,3
158,139717,5
158,178532,1
159,4573,3
159,44530,5
159,45109,3
159,66854,4
159,96657,3
159,102607,4
159,149386,2
159,168899,5
159,172148,4
159,179708,1
159,183524,3
160,21327,2
160,26501,4
160,76851,1
160,87403,4
160,133571,4
161,99820,2
161,139378,2
161,159681,3
162,27436,3
162,39655,4
162,88395,4
162,107989,2
162,111010,3
162,160667,2
162,178995,4
163,34273,5
163,100786,4
163,110680,2
163,124362,3
163,191292,5
164,39120,2
164,39849,4
164,45152,4
164,50787,2
164,56108,1
164,63463,3
164,68796,5
164,69976,4
164,79057,3
164,81187,2
164,83243,1
164,94250,3
164,105692,4
164,147937,3
164,189555,4
165,14719,5
165,28827,5
165,34727,4
165,42986,5
165,89421,3
165,156233,1
165,170528,5
165,181540,1
165,190680,5
166,8565,4
166,13482,5
166,29019,1
166,56175,5
166,108625,4
166,116146,2
166,151913,2
166,155031,4
166,159311,4
166,173154,4
166,180290,5
167,8490,1
167,16952,5
167,33331,4
167,50955,3
167,83607,4
167,100813,4
167,107792,1
167,117853,4
167,118869,1
167,124203,5
168,20614,3
168,24528,5
168,25232,3
168,50900,1
168,72710,4
168,78522,4
168,153539,1
168,170381,2
168,182468,3
169,82571,1
169,91158,3
169,114605,1
169,115929,3
169,138753,1
169,141739,3
169,168081,2
169,172948,1
169,174321,4
169,190689,3
170,15840,5
170,38972,3
170,45524,1
170,46737,2
170,48223,5
170,74138,5
170,96526,5
170,97587,5
170,125490,2
170,148493,4
170,163991,4
171,140,4
171,17954,5
171,42954,1
171,99071,1
171,110632,4
171,120044,1
171,146367,4
171,154264,1
171,174579,3
171,184059,2
172,7744,1
172,20106,1
172,27037,1
172,27767,5
172,30732,3
172,34031,5
172,36135,5
172,43036,1
172,50251,5
172,59940,5
172,65160,5
172,75558,1
172,84623,3
172,85622,5
172,124467,1
172,157134,3
172,190341,3
173,8557,1
173,19249,4
173,75620,3
173,104036,5
173,106044,2
173,106343,3
173,125825,1
173,126363,2
173,134661,4
173,167020,5
173,175683,4
173,192368,1
174,282,2
174,20717,4
174,22967,1
174,43020,3
174,147065,4
174,188254,4
174,188603,3
175,42848,5
175,77827,5
175,133351,3
175,151356,2
175,160292,5
175,192704,2
176,40140,2
176,83648,5
176,123519,4
176,151002,5
176,162184,4
176,170161,3
176,184784,4
177,19305,4
177,41472,5
177,89499,1
177,100382,2
177,114614,4
177,139869,2
177,146469,2
177,154937,5
177,161753,5
177,171060,4
177,185670,1
177,192145,3
178,1844,3
178,16087,2
178,84978,5
178,94527,2
178,155879,2
178,156242,1
179,2691,3
179,25115,4
179,33322,1
179,48690,5
179,169637,1
180,13379,2
180,38557,1
180,41197,1
180,44021,4
180,45600,4
180,50871,4
180,57401,1
180,64636,2
180,65593,5
180,76917,3
180,101053,5
180,102563,2
180,110745,5
180,135507,1
180,151006,4
180,152293,4
180,175133,4
181,15986,4
181,62292,3
181,81278,5
181,94015,4
181,94543,2
181,106391,4
181,145584,1
181,159665,1
182,4454,2
182,7840,1
182,45525,5
182,105890,3
182,117482,5
182,135797,1
182,148757,2
182,161124,5
182,162913,3
182,172222,2
182,177192,5
183,43497,2
183,60418,3
183,65869,2
183,132572,1
183,138629,3
183,149189,4
183,152446,1
183,174576,4
184,6804,5
184,14351,4
184,35179,1
184,48995,1
184,76796,5
184,105934,1
184,124623,5
184,139020,1
184,142495,4
184,145237,2
184,148068,5
184,157110,4
184,166087,2
184,177705,5
184,179578,5
185,64993,2
185,158573,5
185,164278,5
186,2606,4
186,16788,2
186,17117,2
186,36840,1
186,37146,4
186,48290,3
186,102300,2
186,177073,1
187,5837,2
187,8669,3
187,38563,5
187,65569,4
187,95676,5
187,107310,5
187,127061,3
187,177578,1
188,7588,4
188,24522,5
188,35443,5
188,72968,4
188,92135,1
188,97398,5
188,119563,4
188,121772,2
188,127749,1
188,144123,4
188,160292,5
188,181395,2
189,8594,1
189,40459,4
189,74146,3
189,85828,4
189,119248,2
189,123942,2
189,125458,2
189,126381,4
189,157820,3
189,165359,2
189,189788,4
190,606,5
190,7581,2
190,28257,1
190,46102,4
190,64019,2
190,65927,2
190,80615,4
190,92860,1
190,110017,4
190,136041,2
190,136231,4
190,172292,3
190,186392,2
191,3704,5
191,27229,5
191,37281,3
191,51881,2
191,74746,2
191,83236,4
191,116133,1
191,150094,5
191,155782,5
191,168075,2
191,171549,1
191,190036,2
192,7642,2
192,17064,2
192,56376,3
192,90863,5
192,102357,1
192,120356,3
192,154887,1
193,15851,1
193,26557,1
193,93433,2
193,105968,5
193,109406,2
193,173591,3
194,4811,2
194,19629,4
194,75030,5
194,82045,2
194,89846,5
194,138349,1
194,175806,1
194,181231,1
195,2983,1
195,12319,2
195,39258,1
195,45305,2
195,49551,2
195,54079,4
195,87355,2
195,89406,3
195,96649,5
195,111638,3
195,140358,3
195,177785,2
195,191954,5
196,13762,2
196,22767,5
196,27230,4
196,29367,3
196,134226,4
196,146064,3
196,170487,1
197,34677,4
197,35755,5
197,39301,2
197,47767,5
197,58454,2
197,70271,3
197,99558,4
197,103709,1
197,139330,3
197,165348,2
197,184451,1
197,186808,4
198,5646,2
198,33560,1
198,119057,4
198,124461,5
198,127136,1
198,129377,2
198,130231,5
198,137615,2
198,162666,3
198,181813,4
198,183299,4
198,184853,4
198,188504,1
199,28592,4
199,52767,5
199,80621,4
199,92740,3
199,123293,4
199,148301,1
199,165123,4
199,165670,2
200,13073,5
200,40558,5
200,58778,2
200,66318,5
200,76248,4
200,83813,5
200,87526,3
200,97330,3
200,125414,5
200,141564,3
200,177091,4
200,190305,4
201,18731,3
201,20959,1
201,34191,4
201,46845,2
201,104422,4
201,105279,1
201,119153,1
201,133484,2
201,157363,3
201,159653,4
201,164324,1
202,31274,5
202,35750,1
202,64849,2
202,69023,3
202,72797,4
202,84698,2
202,85158,2
202,91522,3
202,118552,4
202,129553,1
202,133088,5
202,148373,3
202,153120,4
202,185897,3
202,191416,3
203,802,2
203,23728,1
203,35086,3
